riskId,supplierVendorCode,riskType,riskScore,riskDescription,mitigationPlan,riskStatus
RISK-32ec8939,SUP-ad78e8e7,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-ad78e8e7 is 0.,Diversify suppliers to reduce reliance on a single source and enhance supply chain resilience.,Active
RISK-eb31df88,SUP-ad78e8e7,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-ad78e8e7 is 0.,Conduct quarterly financial health assessments to ensure suppliers maintain strong credit ratings and liquidity.,Active
RISK-98a14e05,SUP-ad78e8e7,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-ad78e8e7 is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-3353844f,SUP-de713b7b,Country Risk,15.0,Country Risk for supplier SUP-de713b7b is 15.,"Conduct thorough due diligence on the supplier's operations in the country, assess regulatory compliance, diversify supply chain to reduce dependency, and implement robust monitoring systems.",Active
RISK-aa4e1137,SUP-de713b7b,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-de713b7b is 0.,Diversify suppliers to reduce reliance on single sources and enhance supply chain resilience.,Active
RISK-38ffcea9,SUP-de713b7b,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-de713b7b is 10.,Conduct quarterly financial health assessments to ensure the supplier maintains stable cash flow and avoids delinquencies.,Active
RISK-285540d3,SUP-de713b7b,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-de713b7b is 0.,Implement real-time spend monitoring and categorization to identify high-risk transactions early.,Active
RISK-78010c8d,SUP-67de28dc,Country Risk,15.0,Country Risk for supplier SUP-67de28dc is 15.,Enhance due diligence on local regulations and political stability in the country to minimize operational disruptions.,Active
RISK-3b5cd43f,SUP-67de28dc,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-67de28dc is 0.,Develop a contingency plan.,Active
RISK-d8c51d6d,SUP-67de28dc,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-67de28dc is 10.,Conduct thorough financial health assessments and diversify supply base to reduce financial health risk.,Active
RISK-b8d67ca9,SUP-67de28dc,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-67de28dc is 0.,Review and implement strict spend concentration limits to prevent overexposure to any single supplier.,Active
RISK-69e5bb65,SUP-5740444b,Country Risk,15.0,Country Risk for supplier SUP-5740444b is 15.,Conduct thorough due diligence on suppliers operating in high-risk countries to ensure compliance with ethical standards.,Active
RISK-182aecc6,SUP-5740444b,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-5740444b is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-8adfb2c4,SUP-5740444b,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-5740444b is 10.,Enhance financial health assessments by implementing stricter credit rating requirements and diversifying suppliers across multiple regions.,Active
RISK-ac426d16,SUP-5740444b,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-5740444b is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-d59350ba,SUP-82548899,Country Risk,15.0,Country Risk for supplier SUP-82548899 is 15.,Conduct a thorough political stability assessment before entering the country to ensure alignment with business operations.,Active
RISK-8c2a93fc,SUP-82548899,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-82548899 is 0.,Develop a contingency plan.,Active
RISK-9c59a054,SUP-82548899,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-82548899 is 0.,Conduct quarterly financial health assessments of suppliers to identify early warning signs.,Active
RISK-d3fa47d5,SUP-82548899,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-82548899 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-af953243,SUP-20283ce7,Country Risk,15.0,Country Risk for supplier SUP-20283ce7 is 15.,Conduct regular geopolitical assessments to identify emerging risks in the country and ensure compliance with local regulations.,Active
RISK-5f2d47e2,SUP-20283ce7,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-20283ce7 is 0.,Diversify sourcing to reduce dependency on a single supplier.,Active
RISK-44e4bec6,SUP-20283ce7,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-20283ce7 is 0.,Conduct quarterly financial health assessments to identify deteriorating cash flow trends early.,Active
RISK-bf29a067,SUP-20283ce7,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-20283ce7 is 0.,Develop a contingency plan.,Active
RISK-df55b834,SUP-da577158,Country Risk,15.0,Country Risk for supplier SUP-da577158 is 15.,"Conduct regular audits to assess the compliance level of suppliers in high-risk countries, ensuring adherence to ethical standards and regulatory requirements.",Active
RISK-c3628b9e,SUP-da577158,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-da577158 is 0.,Develop a contingency plan.,Active
RISK-b120041b,SUP-da577158,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-da577158 is 25.,Conduct thorough financial health assessments annually and diversify supplier base to reduce reliance on any single provider.,Active
RISK-da768d09,SUP-da577158,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-da577158 is 0.,Diversify spending across multiple suppliers to reduce concentration risk.,Active
RISK-994c8ce9,SUP-6a578952,Country Risk,15.0,Country Risk for supplier SUP-6a578952 is 15.,Conduct regular audits of the supplier's operations in the high-risk country to ensure compliance with international standards.,Active
RISK-3acc6b99,SUP-6a578952,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-6a578952 is 0.,Diversify suppliers to reduce reliance on single sources and enhance supply chain resilience.,Active
RISK-010c0984,SUP-6a578952,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-6a578952 is 10.,Conduct quarterly financial health assessments and diversify supply base to mitigate the high financial health risk.,Active
RISK-c4c92db5,SUP-6a578952,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-6a578952 is 0.,Diversify suppliers to reduce concentration risk across all spend categories.,Active
RISK-32a31388,SUP-9231d5bc,Country Risk,0.0,Country Risk for supplier SUP-9231d5bc is 0.,Monitor geopolitical stability in the country to ensure continued compliance with all regulatory requirements.,Active
RISK-6ae482c1,SUP-9231d5bc,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-9231d5bc is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-72d6dd60,SUP-9231d5bc,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-9231d5bc is 0.,Conduct quarterly financial health assessments to ensure suppliers maintain strong credit ratings and liquidity positions.,Active
RISK-1dfb8f3e,SUP-9231d5bc,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-9231d5bc is 0.,Diversify suppliers across multiple geographic regions to reduce spend concentration risk.,Active
RISK-d407e531,SUP-079c02c2,Country Risk,0.0,Country Risk for supplier SUP-079c02c2 is 0.,Conduct regular market stability assessments to ensure continued operations in low-risk countries.,Active
RISK-b7895ee9,SUP-079c02c2,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-079c02c2 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-cb018488,SUP-079c02c2,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-079c02c2 is 0.,Conduct regular financial health assessments of the supplier to ensure stability.,Active
RISK-4dc2951d,SUP-079c02c2,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-079c02c2 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-849d9009,SUP-59b5a8af,Country Risk,15.0,Country Risk for supplier SUP-59b5a8af is 15.,Conduct regular audits to ensure compliance with local regulations and implement diversified sourcing strategies.,Active
RISK-491edace,SUP-59b5a8af,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-59b5a8af is 0.,"Diversify the supply base to reduce dependency on any single supplier, thereby enhancing resilience.",Active
RISK-69ebec1c,SUP-59b5a8af,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-59b5a8af is 0.,Conduct quarterly credit assessments to ensure the supplier's financial stability remains above industry benchmarks.,Active
RISK-c0646391,SUP-59b5a8af,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-59b5a8af is 0.,Diversify spend across multiple suppliers to reduce concentration risk.,Active
RISK-c82383ac,SUP-30ef708c,Country Risk,15.0,Country Risk for supplier SUP-30ef708c is 15.,Conduct regular country-specific risk assessments to identify potential issues and develop contingency plans.,Active
RISK-4990518d,SUP-30ef708c,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-30ef708c is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-3e368e06,SUP-30ef708c,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-30ef708c is 25.,Conduct quarterly financial health assessments to monitor the supplier's liquidity ratios and debt levels.,Active
RISK-d2834ceb,SUP-30ef708c,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-30ef708c is 0.,Implement diversified sourcing strategy to reduce reliance on any single supplier.,Active
RISK-bb47a49d,SUP-c35544e7,Country Risk,15.0,Country Risk for supplier SUP-c35544e7 is 15.,Conduct regular due diligence on suppliers operating in countries with high risk scores to ensure compliance with ethical standards.,Active
RISK-518a305c,SUP-c35544e7,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-c35544e7 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-429302be,SUP-c35544e7,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-c35544e7 is 0.,Conduct quarterly financial health assessments and diversify supply sources to minimize exposure.,Active
RISK-80988391,SUP-c35544e7,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-c35544e7 is 0.,Diversify spending across multiple suppliers to reduce reliance on any single vendor.,Active
RISK-559eaca6,SUP-00913987,Country Risk,15.0,Country Risk for supplier SUP-00913987 is 15.,Conduct regular assessments and implement robust monitoring systems to manage country risks.,Active
RISK-343737f4,SUP-00913987,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-00913987 is 0.,Diversify suppliers to reduce dependency on any single source.,Active
RISK-1483edb2,SUP-00913987,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-00913987 is 10.,Conduct quarterly credit and financial health assessments to ensure the supplier maintains strong cash flow and solvency.,Active
RISK-bb3759f4,SUP-00913987,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-00913987 is 0.,Implement diversified vendor contracts to reduce spend concentration risk.,Active
RISK-5d80e9f7,SUP-45e218be,Country Risk,15.0,Country Risk for supplier SUP-45e218be is 15.,Conduct regular geopolitical assessments and diversify supply chains to mitigate country risk scoring 15.,Active
RISK-01fcec5f,SUP-45e218be,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-45e218be is 0.,Develop a contingency plan.,Active
RISK-b4836377,SUP-45e218be,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-45e218be is 10.,Conduct quarterly financial health assessments to ensure suppliers maintain strong credit ratings and stable liquidity positions.,Active
RISK-62586823,SUP-45e218be,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-45e218be is 0.,Implement quarterly spend reviews to identify concentration risks and optimize supplier relationships.,Active
RISK-74bfe5b6,SUP-eb0b7d46,Country Risk,15.0,Country Risk for supplier SUP-eb0b7d46 is 15.,Diversify suppliers across multiple countries to reduce dependency on the high-risk country.,Active
RISK-23366368,SUP-eb0b7d46,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-eb0b7d46 is 0.,Develop a contingency plan.,Active
RISK-1f6f4db4,SUP-eb0b7d46,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-eb0b7d46 is 0.,Conduct quarterly financial health assessments on the supplier to monitor cash flow stability and debt levels.,Active
RISK-380b5d49,SUP-eb0b7d46,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-eb0b7d46 is 0.,Diversify suppliers to reduce concentration in spend.,Active
RISK-d5bddcd1,SUP-803b2eca,Country Risk,0.0,Country Risk for supplier SUP-803b2eca is 0.,Conduct regular compliance audits and establish dual sourcing arrangements to reduce dependency on the high-risk country.,Active
RISK-655eb911,SUP-803b2eca,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-803b2eca is 0.,Diversify supply base to reduce dependency on single suppliers.,Active
RISK-194b46a3,SUP-803b2eca,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-803b2eca is 0.,Conduct quarterly financial health assessments to monitor supplier liquidity and solvency.,Active
RISK-b6bef7c5,SUP-803b2eca,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-803b2eca is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-de0d12fb,SUP-15079150,Country Risk,0.0,Country Risk for supplier SUP-15079150 is 0.,Conduct regular market analysis to identify emerging risks and ensure compliance with local regulations.,Active
RISK-f3953084,SUP-15079150,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-15079150 is 0.,Diversify suppliers to reduce dependency on a single source.,Active
RISK-b4b50053,SUP-15079150,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-15079150 is 0.,"Conduct quarterly financial health assessments on all suppliers to ensure they maintain stable cash flow, low debt levels, and strong credit ratings.",Active
RISK-31d13bea,SUP-15079150,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-15079150 is 0.,Increase spending concentration limits across suppliers to reduce potential financial exposure.,Active
RISK-7e1b43f9,SUP-28653721,Country Risk,15.0,Country Risk for supplier SUP-28653721 is 15.,Conduct thorough due diligence on suppliers operating in the country with a risk score of 15 to ensure compliance with international standards and regulations.,Active
RISK-51b1d8c5,SUP-28653721,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-28653721 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
